,model,lr,n_epochs,hidden_size,weight_decay,batch_size,activation,dropout,model_name,Test Accuracy,Test F1,max_depth,min_samples_split,min_samples_leaf,max_features,criterion,class_weight,n_estimators,bootstrap,C,penalty,solver,max_iter,fit_intercept,tol
0,MLP,0.005,100.0,128.0,0.005,32.0,relu,0.0,MLP,0.42857142857142855,0.2166967044646196,,,,,,,,,,,,,,
1,MLP,0.005,100.0,128.0,0.005,32.0,relu,0.2,MLP,0.42857142857142855,0.2166967044646196,,,,,,,,,,,,,,
2,MLP,0.005,100.0,128.0,0.005,32.0,relu,0.4,MLP,0.42857142857142855,0.2166967044646196,,,,,,,,,,,,,,
3,MLP,0.005,100.0,128.0,0.005,32.0,leaky_relu,0.0,MLP,0.42857142857142855,0.2166967044646196,,,,,,,,,,,,,,
4,MLP,0.005,100.0,128.0,0.005,32.0,leaky_relu,0.2,MLP,0.42857142857142855,0.2166967044646196,,,,,,,,,,,,,,
5,MLP,0.005,100.0,128.0,0.005,32.0,leaky_relu,0.4,MLP,0.42857142857142855,0.2166967044646196,,,,,,,,,,,,,,
6,MLP,0.005,100.0,128.0,0.005,64.0,relu,0.0,MLP,0.42857142857142855,0.2166967044646196,,,,,,,,,,,,,,
7,MLP,0.005,100.0,128.0,0.005,64.0,relu,0.2,MLP,0.42857142857142855,0.2166967044646196,,,,,,,,,,,,,,
8,MLP,0.005,100.0,128.0,0.005,64.0,relu,0.4,MLP,0.42857142857142855,0.2166967044646196,,,,,,,,,,,,,,
9,MLP,0.005,100.0,128.0,0.005,64.0,leaky_relu,0.0,MLP,0.42857142857142855,0.2166967044646196,,,,,,,,,,,,,,
10,MLP,0.005,100.0,128.0,0.005,64.0,leaky_relu,0.2,MLP,0.42857142857142855,0.2166967044646196,,,,,,,,,,,,,,
11,MLP,0.005,100.0,128.0,0.005,64.0,leaky_relu,0.4,MLP,0.42857142857142855,0.2166967044646196,,,,,,,,,,,,,,
12,MLP,0.005,100.0,128.0,0.005,128.0,relu,0.0,MLP,0.42857142857142855,0.2166967044646196,,,,,,,,,,,,,,
13,MLP,0.005,100.0,128.0,0.005,128.0,relu,0.2,MLP,0.42857142857142855,0.2166967044646196,,,,,,,,,,,,,,
14,MLP,0.005,100.0,128.0,0.005,128.0,relu,0.4,MLP,0.42857142857142855,0.2166967044646196,,,,,,,,,,,,,,
15,MLP,0.005,100.0,128.0,0.005,128.0,leaky_relu,0.0,MLP,0.42857142857142855,0.2166967044646196,,,,,,,,,,,,,,
16,MLP,0.005,100.0,128.0,0.005,128.0,leaky_relu,0.2,MLP,0.42857142857142855,0.2166967044646196,,,,,,,,,,,,,,
17,MLP,0.005,100.0,128.0,0.005,128.0,leaky_relu,0.4,MLP,0.42857142857142855,0.2166967044646196,,,,,,,,,,,,,,
18,MLP,0.005,100.0,128.0,0.001,32.0,relu,0.0,MLP,0.42857142857142855,0.2166967044646196,,,,,,,,,,,,,,
19,MLP,0.005,100.0,128.0,0.001,32.0,relu,0.2,MLP,0.42857142857142855,0.2166967044646196,,,,,,,,,,,,,,
20,MLP,0.005,100.0,128.0,0.001,32.0,relu,0.4,MLP,0.42857142857142855,0.2166967044646196,,,,,,,,,,,,,,
21,MLP,0.005,100.0,128.0,0.001,32.0,leaky_relu,0.0,MLP,0.42857142857142855,0.2166967044646196,,,,,,,,,,,,,,
22,MLP,0.005,100.0,128.0,0.001,32.0,leaky_relu,0.2,MLP,0.42857142857142855,0.2166967044646196,,,,,,,,,,,,,,
23,MLP,0.005,100.0,128.0,0.001,32.0,leaky_relu,0.4,MLP,0.42857142857142855,0.2166967044646196,,,,,,,,,,,,,,
24,MLP,0.005,100.0,128.0,0.001,64.0,relu,0.0,MLP,0.42857142857142855,0.2166967044646196,,,,,,,,,,,,,,
25,MLP,0.005,100.0,128.0,0.001,64.0,relu,0.2,MLP,0.42857142857142855,0.2166967044646196,,,,,,,,,,,,,,
26,MLP,0.005,100.0,128.0,0.001,64.0,relu,0.4,MLP,0.42857142857142855,0.2166967044646196,,,,,,,,,,,,,,
27,MLP,0.005,100.0,128.0,0.001,64.0,leaky_relu,0.0,MLP,0.42857142857142855,0.2166967044646196,,,,,,,,,,,,,,
28,MLP,0.005,100.0,128.0,0.001,64.0,leaky_relu,0.2,MLP,0.42857142857142855,0.2166967044646196,,,,,,,,,,,,,,
29,MLP,0.005,100.0,128.0,0.001,64.0,leaky_relu,0.4,MLP,0.42857142857142855,0.2166967044646196,,,,,,,,,,,,,,
30,MLP,0.005,100.0,128.0,0.001,128.0,relu,0.0,MLP,0.42857142857142855,0.2166967044646196,,,,,,,,,,,,,,
31,MLP,0.005,100.0,128.0,0.001,128.0,relu,0.2,MLP,0.42857142857142855,0.2166967044646196,,,,,,,,,,,,,,
32,MLP,0.005,100.0,128.0,0.001,128.0,relu,0.4,MLP,0.42857142857142855,0.2166967044646196,,,,,,,,,,,,,,
33,MLP,0.005,100.0,128.0,0.001,128.0,leaky_relu,0.0,MLP,0.42857142857142855,0.2166967044646196,,,,,,,,,,,,,,
34,MLP,0.005,100.0,128.0,0.001,128.0,leaky_relu,0.2,MLP,0.42857142857142855,0.2166967044646196,,,,,,,,,,,,,,
35,MLP,0.005,100.0,128.0,0.001,128.0,leaky_relu,0.4,MLP,0.42857142857142855,0.2166967044646196,,,,,,,,,,,,,,
36,MLP,0.005,100.0,128.0,0.0005,32.0,relu,0.0,MLP,0.42857142857142855,0.21435173113139216,,,,,,,,,,,,,,
37,MLP,0.005,100.0,128.0,0.0005,32.0,relu,0.2,MLP,0.42857142857142855,0.21435173113139216,,,,,,,,,,,,,,
38,MLP,0.005,100.0,128.0,0.0005,32.0,relu,0.4,MLP,0.42857142857142855,0.21435173113139216,,,,,,,,,,,,,,
39,MLP,0.005,100.0,128.0,0.0005,32.0,leaky_relu,0.0,MLP,0.42857142857142855,0.21435173113139216,,,,,,,,,,,,,,
40,MLP,0.005,100.0,128.0,0.0005,32.0,leaky_relu,0.2,MLP,0.42857142857142855,0.21435173113139216,,,,,,,,,,,,,,
41,MLP,0.005,100.0,128.0,0.0005,32.0,leaky_relu,0.4,MLP,0.42857142857142855,0.21435173113139216,,,,,,,,,,,,,,
42,MLP,0.005,100.0,128.0,0.0005,64.0,relu,0.0,MLP,0.42857142857142855,0.21435173113139216,,,,,,,,,,,,,,
43,MLP,0.005,100.0,128.0,0.0005,64.0,relu,0.2,MLP,0.42857142857142855,0.21435173113139216,,,,,,,,,,,,,,
44,MLP,0.005,100.0,128.0,0.0005,64.0,relu,0.4,MLP,0.42857142857142855,0.21435173113139216,,,,,,,,,,,,,,
45,MLP,0.005,100.0,128.0,0.0005,64.0,leaky_relu,0.0,MLP,0.42857142857142855,0.21435173113139216,,,,,,,,,,,,,,
46,MLP,0.005,100.0,128.0,0.0005,64.0,leaky_relu,0.2,MLP,0.42857142857142855,0.21435173113139216,,,,,,,,,,,,,,
47,MLP,0.005,100.0,128.0,0.0005,64.0,leaky_relu,0.4,MLP,0.42857142857142855,0.21435173113139216,,,,,,,,,,,,,,
48,MLP,0.005,100.0,128.0,0.0005,128.0,relu,0.0,MLP,0.42857142857142855,0.21435173113139216,,,,,,,,,,,,,,
49,MLP,0.005,100.0,128.0,0.0005,128.0,relu,0.2,MLP,0.42857142857142855,0.21435173113139216,,,,,,,,,,,,,,
50,MLP,0.005,100.0,128.0,0.0005,128.0,relu,0.4,MLP,0.42857142857142855,0.21435173113139216,,,,,,,,,,,,,,
51,MLP,0.005,100.0,128.0,0.0005,128.0,leaky_relu,0.0,MLP,0.42857142857142855,0.21435173113139216,,,,,,,,,,,,,,
52,MLP,0.005,100.0,128.0,0.0005,128.0,leaky_relu,0.2,MLP,0.42857142857142855,0.21435173113139216,,,,,,,,,,,,,,
53,MLP,0.005,100.0,128.0,0.0005,128.0,leaky_relu,0.4,MLP,0.42857142857142855,0.21435173113139216,,,,,,,,,,,,,,
54,MLP,0.005,100.0,192.0,0.005,32.0,relu,0.0,MLP,0.413265306122449,0.21075917949402875,,,,,,,,,,,,,,
55,MLP,0.005,100.0,192.0,0.005,32.0,relu,0.2,MLP,0.413265306122449,0.21075917949402875,,,,,,,,,,,,,,
56,MLP,0.005,100.0,192.0,0.005,32.0,relu,0.4,MLP,0.413265306122449,0.21075917949402875,,,,,,,,,,,,,,
57,MLP,0.005,100.0,192.0,0.005,32.0,leaky_relu,0.0,MLP,0.413265306122449,0.21075917949402875,,,,,,,,,,,,,,
58,MLP,0.005,100.0,192.0,0.005,32.0,leaky_relu,0.2,MLP,0.413265306122449,0.21075917949402875,,,,,,,,,,,,,,
59,MLP,0.005,100.0,192.0,0.005,32.0,leaky_relu,0.4,MLP,0.413265306122449,0.21075917949402875,,,,,,,,,,,,,,
60,MLP,0.005,100.0,192.0,0.005,64.0,relu,0.0,MLP,0.413265306122449,0.21075917949402875,,,,,,,,,,,,,,
61,MLP,0.005,100.0,192.0,0.005,64.0,relu,0.2,MLP,0.413265306122449,0.21075917949402875,,,,,,,,,,,,,,
62,MLP,0.005,100.0,192.0,0.005,64.0,relu,0.4,MLP,0.413265306122449,0.21075917949402875,,,,,,,,,,,,,,
63,MLP,0.005,100.0,192.0,0.005,64.0,leaky_relu,0.0,MLP,0.413265306122449,0.21075917949402875,,,,,,,,,,,,,,
64,MLP,0.005,100.0,192.0,0.005,64.0,leaky_relu,0.2,MLP,0.413265306122449,0.21075917949402875,,,,,,,,,,,,,,
65,MLP,0.005,100.0,192.0,0.005,64.0,leaky_relu,0.4,MLP,0.413265306122449,0.21075917949402875,,,,,,,,,,,,,,
66,MLP,0.005,100.0,192.0,0.005,128.0,relu,0.0,MLP,0.413265306122449,0.21075917949402875,,,,,,,,,,,,,,
67,MLP,0.005,100.0,192.0,0.005,128.0,relu,0.2,MLP,0.413265306122449,0.21075917949402875,,,,,,,,,,,,,,
68,MLP,0.005,100.0,192.0,0.005,128.0,relu,0.4,MLP,0.413265306122449,0.21075917949402875,,,,,,,,,,,,,,
69,MLP,0.005,100.0,192.0,0.005,128.0,leaky_relu,0.0,MLP,0.413265306122449,0.21075917949402875,,,,,,,,,,,,,,
70,MLP,0.005,100.0,192.0,0.005,128.0,leaky_relu,0.2,MLP,0.413265306122449,0.21075917949402875,,,,,,,,,,,,,,
71,MLP,0.005,100.0,192.0,0.005,128.0,leaky_relu,0.4,MLP,0.413265306122449,0.21075917949402875,,,,,,,,,,,,,,
72,MLP,0.005,100.0,192.0,0.001,32.0,relu,0.0,MLP,0.413265306122449,0.21075917949402875,,,,,,,,,,,,,,
73,MLP,0.005,100.0,192.0,0.001,32.0,relu,0.2,MLP,0.413265306122449,0.21075917949402875,,,,,,,,,,,,,,
74,MLP,0.005,100.0,192.0,0.001,32.0,relu,0.4,MLP,0.413265306122449,0.21075917949402875,,,,,,,,,,,,,,
75,MLP,0.005,100.0,192.0,0.001,32.0,leaky_relu,0.0,MLP,0.413265306122449,0.21075917949402875,,,,,,,,,,,,,,
76,MLP,0.005,100.0,192.0,0.001,32.0,leaky_relu,0.2,MLP,0.413265306122449,0.21075917949402875,,,,,,,,,,,,,,
77,MLP,0.005,100.0,192.0,0.001,32.0,leaky_relu,0.4,MLP,0.413265306122449,0.21075917949402875,,,,,,,,,,,,,,
78,MLP,0.005,100.0,192.0,0.001,64.0,relu,0.0,MLP,0.413265306122449,0.21075917949402875,,,,,,,,,,,,,,
79,MLP,0.005,100.0,192.0,0.001,64.0,relu,0.2,MLP,0.413265306122449,0.21075917949402875,,,,,,,,,,,,,,
80,MLP,0.005,100.0,192.0,0.001,64.0,relu,0.4,MLP,0.413265306122449,0.21075917949402875,,,,,,,,,,,,,,
81,MLP,0.005,100.0,192.0,0.001,64.0,leaky_relu,0.0,MLP,0.413265306122449,0.21075917949402875,,,,,,,,,,,,,,
82,MLP,0.005,100.0,192.0,0.001,64.0,leaky_relu,0.2,MLP,0.413265306122449,0.21075917949402875,,,,,,,,,,,,,,
83,MLP,0.005,100.0,192.0,0.001,64.0,leaky_relu,0.4,MLP,0.413265306122449,0.21075917949402875,,,,,,,,,,,,,,
84,MLP,0.005,100.0,192.0,0.001,128.0,relu,0.0,MLP,0.413265306122449,0.21075917949402875,,,,,,,,,,,,,,
85,MLP,0.005,100.0,192.0,0.001,128.0,relu,0.2,MLP,0.413265306122449,0.21075917949402875,,,,,,,,,,,,,,
86,MLP,0.005,100.0,192.0,0.001,128.0,relu,0.4,MLP,0.413265306122449,0.21075917949402875,,,,,,,,,,,,,,
87,MLP,0.005,100.0,192.0,0.001,128.0,leaky_relu,0.0,MLP,0.413265306122449,0.21075917949402875,,,,,,,,,,,,,,
88,MLP,0.005,100.0,192.0,0.001,128.0,leaky_relu,0.2,MLP,0.413265306122449,0.21075917949402875,,,,,,,,,,,,,,
89,MLP,0.005,100.0,192.0,0.001,128.0,leaky_relu,0.4,MLP,0.413265306122449,0.21075917949402875,,,,,,,,,,,,,,
90,MLP,0.005,100.0,192.0,0.0005,32.0,relu,0.0,MLP,0.413265306122449,0.21075917949402875,,,,,,,,,,,,,,
91,MLP,0.005,100.0,192.0,0.0005,32.0,relu,0.2,MLP,0.413265306122449,0.21075917949402875,,,,,,,,,,,,,,
92,MLP,0.005,100.0,192.0,0.0005,32.0,relu,0.4,MLP,0.413265306122449,0.21075917949402875,,,,,,,,,,,,,,
93,MLP,0.005,100.0,192.0,0.0005,32.0,leaky_relu,0.0,MLP,0.413265306122449,0.21075917949402875,,,,,,,,,,,,,,
94,MLP,0.005,100.0,192.0,0.0005,32.0,leaky_relu,0.2,MLP,0.413265306122449,0.21075917949402875,,,,,,,,,,,,,,
95,MLP,0.005,100.0,192.0,0.0005,32.0,leaky_relu,0.4,MLP,0.413265306122449,0.21075917949402875,,,,,,,,,,,,,,
96,MLP,0.005,100.0,192.0,0.0005,64.0,relu,0.0,MLP,0.413265306122449,0.21075917949402875,,,,,,,,,,,,,,
97,MLP,0.005,100.0,192.0,0.0005,64.0,relu,0.2,MLP,0.413265306122449,0.21075917949402875,,,,,,,,,,,,,,
98,MLP,0.005,100.0,192.0,0.0005,64.0,relu,0.4,MLP,0.413265306122449,0.21075917949402875,,,,,,,,,,,,,,
99,MLP,0.005,100.0,192.0,0.0005,64.0,leaky_relu,0.0,MLP,0.413265306122449,0.21075917949402875,,,,,,,,,,,,,,
100,MLP,0.005,100.0,192.0,0.0005,64.0,leaky_relu,0.2,MLP,0.413265306122449,0.21075917949402875,,,,,,,,,,,,,,
101,MLP,0.005,100.0,192.0,0.0005,64.0,leaky_relu,0.4,MLP,0.413265306122449,0.21075917949402875,,,,,,,,,,,,,,
102,MLP,0.005,100.0,192.0,0.0005,128.0,relu,0.0,MLP,0.413265306122449,0.21075917949402875,,,,,,,,,,,,,,
103,MLP,0.005,100.0,192.0,0.0005,128.0,relu,0.2,MLP,0.413265306122449,0.21075917949402875,,,,,,,,,,,,,,
104,MLP,0.005,100.0,192.0,0.0005,128.0,relu,0.4,MLP,0.413265306122449,0.21075917949402875,,,,,,,,,,,,,,
105,MLP,0.005,100.0,192.0,0.0005,128.0,leaky_relu,0.0,MLP,0.413265306122449,0.21075917949402875,,,,,,,,,,,,,,
106,MLP,0.005,100.0,192.0,0.0005,128.0,leaky_relu,0.2,MLP,0.413265306122449,0.21075917949402875,,,,,,,,,,,,,,
107,MLP,0.005,100.0,192.0,0.0005,128.0,leaky_relu,0.4,MLP,0.413265306122449,0.21075917949402875,,,,,,,,,,,,,,
108,MLP,0.005,100.0,256.0,0.005,32.0,relu,0.0,MLP,0.40816326530612246,0.19533388827229003,,,,,,,,,,,,,,
109,MLP,0.005,100.0,256.0,0.005,32.0,relu,0.2,MLP,0.40816326530612246,0.19533388827229003,,,,,,,,,,,,,,
110,MLP,0.005,100.0,256.0,0.005,32.0,relu,0.4,MLP,0.40816326530612246,0.19533388827229003,,,,,,,,,,,,,,
111,MLP,0.005,100.0,256.0,0.005,32.0,leaky_relu,0.0,MLP,0.40816326530612246,0.19533388827229003,,,,,,,,,,,,,,
112,MLP,0.005,100.0,256.0,0.005,32.0,leaky_relu,0.2,MLP,0.40816326530612246,0.19533388827229003,,,,,,,,,,,,,,
113,MLP,0.005,100.0,256.0,0.005,32.0,leaky_relu,0.4,MLP,0.40816326530612246,0.19533388827229003,,,,,,,,,,,,,,
114,MLP,0.005,100.0,256.0,0.005,64.0,relu,0.0,MLP,0.40816326530612246,0.19533388827229003,,,,,,,,,,,,,,
115,MLP,0.005,100.0,256.0,0.005,64.0,relu,0.2,MLP,0.40816326530612246,0.19533388827229003,,,,,,,,,,,,,,
116,MLP,0.005,100.0,256.0,0.005,64.0,relu,0.4,MLP,0.40816326530612246,0.19533388827229003,,,,,,,,,,,,,,
117,MLP,0.005,100.0,256.0,0.005,64.0,leaky_relu,0.0,MLP,0.40816326530612246,0.19533388827229003,,,,,,,,,,,,,,
118,MLP,0.005,100.0,256.0,0.005,64.0,leaky_relu,0.2,MLP,0.40816326530612246,0.19533388827229003,,,,,,,,,,,,,,
119,MLP,0.005,100.0,256.0,0.005,64.0,leaky_relu,0.4,MLP,0.40816326530612246,0.19533388827229003,,,,,,,,,,,,,,
120,MLP,0.005,100.0,256.0,0.005,128.0,relu,0.0,MLP,0.40816326530612246,0.19533388827229003,,,,,,,,,,,,,,
121,MLP,0.005,100.0,256.0,0.005,128.0,relu,0.2,MLP,0.40816326530612246,0.19533388827229003,,,,,,,,,,,,,,
122,MLP,0.005,100.0,256.0,0.005,128.0,relu,0.4,MLP,0.40816326530612246,0.19533388827229003,,,,,,,,,,,,,,
123,MLP,0.005,100.0,256.0,0.005,128.0,leaky_relu,0.0,MLP,0.40816326530612246,0.19533388827229003,,,,,,,,,,,,,,
124,MLP,0.005,100.0,256.0,0.005,128.0,leaky_relu,0.2,MLP,0.40816326530612246,0.19533388827229003,,,,,,,,,,,,,,
125,MLP,0.005,100.0,256.0,0.005,128.0,leaky_relu,0.4,MLP,0.40816326530612246,0.19533388827229003,,,,,,,,,,,,,,
126,MLP,0.005,100.0,256.0,0.001,32.0,relu,0.0,MLP,0.41836734693877553,0.20708499740517614,,,,,,,,,,,,,,
127,MLP,0.005,100.0,256.0,0.001,32.0,relu,0.2,MLP,0.41836734693877553,0.20708499740517614,,,,,,,,,,,,,,
128,MLP,0.005,100.0,256.0,0.001,32.0,relu,0.4,MLP,0.41836734693877553,0.20708499740517614,,,,,,,,,,,,,,
129,MLP,0.005,100.0,256.0,0.001,32.0,leaky_relu,0.0,MLP,0.41836734693877553,0.20708499740517614,,,,,,,,,,,,,,
130,MLP,0.005,100.0,256.0,0.001,32.0,leaky_relu,0.2,MLP,0.41836734693877553,0.20708499740517614,,,,,,,,,,,,,,
131,MLP,0.005,100.0,256.0,0.001,32.0,leaky_relu,0.4,MLP,0.41836734693877553,0.20708499740517614,,,,,,,,,,,,,,
132,MLP,0.005,100.0,256.0,0.001,64.0,relu,0.0,MLP,0.41836734693877553,0.20708499740517614,,,,,,,,,,,,,,
133,MLP,0.005,100.0,256.0,0.001,64.0,relu,0.2,MLP,0.41836734693877553,0.20708499740517614,,,,,,,,,,,,,,
134,MLP,0.005,100.0,256.0,0.001,64.0,relu,0.4,MLP,0.41836734693877553,0.20708499740517614,,,,,,,,,,,,,,
135,MLP,0.005,100.0,256.0,0.001,64.0,leaky_relu,0.0,MLP,0.41836734693877553,0.20708499740517614,,,,,,,,,,,,,,
136,MLP,0.005,100.0,256.0,0.001,64.0,leaky_relu,0.2,MLP,0.41836734693877553,0.20708499740517614,,,,,,,,,,,,,,
137,MLP,0.005,100.0,256.0,0.001,64.0,leaky_relu,0.4,MLP,0.41836734693877553,0.20708499740517614,,,,,,,,,,,,,,
138,MLP,0.005,100.0,256.0,0.001,128.0,relu,0.0,MLP,0.41836734693877553,0.20708499740517614,,,,,,,,,,,,,,
139,MLP,0.005,100.0,256.0,0.001,128.0,relu,0.2,MLP,0.41836734693877553,0.20708499740517614,,,,,,,,,,,,,,
140,MLP,0.005,100.0,256.0,0.001,128.0,relu,0.4,MLP,0.41836734693877553,0.20708499740517614,,,,,,,,,,,,,,
141,MLP,0.005,100.0,256.0,0.001,128.0,leaky_relu,0.0,MLP,0.41836734693877553,0.20708499740517614,,,,,,,,,,,,,,
142,MLP,0.005,100.0,256.0,0.001,128.0,leaky_relu,0.2,MLP,0.41836734693877553,0.20708499740517614,,,,,,,,,,,,,,
143,MLP,0.005,100.0,256.0,0.001,128.0,leaky_relu,0.4,MLP,0.41836734693877553,0.20708499740517614,,,,,,,,,,,,,,
144,MLP,0.005,100.0,256.0,0.0005,32.0,relu,0.0,MLP,0.4030612244897959,0.1968049820618696,,,,,,,,,,,,,,
145,MLP,0.005,100.0,256.0,0.0005,32.0,relu,0.2,MLP,0.4030612244897959,0.1968049820618696,,,,,,,,,,,,,,
146,MLP,0.005,100.0,256.0,0.0005,32.0,relu,0.4,MLP,0.4030612244897959,0.1968049820618696,,,,,,,,,,,,,,
147,MLP,0.005,100.0,256.0,0.0005,32.0,leaky_relu,0.0,MLP,0.4030612244897959,0.1968049820618696,,,,,,,,,,,,,,
148,MLP,0.005,100.0,256.0,0.0005,32.0,leaky_relu,0.2,MLP,0.4030612244897959,0.1968049820618696,,,,,,,,,,,,,,
149,MLP,0.005,100.0,256.0,0.0005,32.0,leaky_relu,0.4,MLP,0.4030612244897959,0.1968049820618696,,,,,,,,,,,,,,
150,MLP,0.005,100.0,256.0,0.0005,64.0,relu,0.0,MLP,0.4030612244897959,0.1968049820618696,,,,,,,,,,,,,,
151,MLP,0.005,100.0,256.0,0.0005,64.0,relu,0.2,MLP,0.4030612244897959,0.1968049820618696,,,,,,,,,,,,,,
152,MLP,0.005,100.0,256.0,0.0005,64.0,relu,0.4,MLP,0.4030612244897959,0.1968049820618696,,,,,,,,,,,,,,
153,MLP,0.005,100.0,256.0,0.0005,64.0,leaky_relu,0.0,MLP,0.4030612244897959,0.1968049820618696,,,,,,,,,,,,,,
154,MLP,0.005,100.0,256.0,0.0005,64.0,leaky_relu,0.2,MLP,0.4030612244897959,0.1968049820618696,,,,,,,,,,,,,,
155,MLP,0.005,100.0,256.0,0.0005,64.0,leaky_relu,0.4,MLP,0.4030612244897959,0.1968049820618696,,,,,,,,,,,,,,
156,MLP,0.005,100.0,256.0,0.0005,128.0,relu,0.0,MLP,0.4030612244897959,0.1968049820618696,,,,,,,,,,,,,,
157,MLP,0.005,100.0,256.0,0.0005,128.0,relu,0.2,MLP,0.4030612244897959,0.1968049820618696,,,,,,,,,,,,,,
158,MLP,0.005,100.0,256.0,0.0005,128.0,relu,0.4,MLP,0.4030612244897959,0.1968049820618696,,,,,,,,,,,,,,
159,MLP,0.005,100.0,256.0,0.0005,128.0,leaky_relu,0.0,MLP,0.4030612244897959,0.1968049820618696,,,,,,,,,,,,,,
160,MLP,0.005,100.0,256.0,0.0005,128.0,leaky_relu,0.2,MLP,0.4030612244897959,0.1968049820618696,,,,,,,,,,,,,,
161,MLP,0.005,100.0,256.0,0.0005,128.0,leaky_relu,0.4,MLP,0.4030612244897959,0.1968049820618696,,,,,,,,,,,,,,
162,MLP,0.005,100.0,384.0,0.005,32.0,relu,0.0,MLP,0.4030612244897959,0.18493445089189772,,,,,,,,,,,,,,
163,MLP,0.005,100.0,384.0,0.005,32.0,relu,0.2,MLP,0.4030612244897959,0.18493445089189772,,,,,,,,,,,,,,
164,MLP,0.005,100.0,384.0,0.005,32.0,relu,0.4,MLP,0.4030612244897959,0.18493445089189772,,,,,,,,,,,,,,
165,MLP,0.005,100.0,384.0,0.005,32.0,leaky_relu,0.0,MLP,0.4030612244897959,0.18493445089189772,,,,,,,,,,,,,,
166,MLP,0.005,100.0,384.0,0.005,32.0,leaky_relu,0.2,MLP,0.4030612244897959,0.18493445089189772,,,,,,,,,,,,,,
167,MLP,0.005,100.0,384.0,0.005,32.0,leaky_relu,0.4,MLP,0.4030612244897959,0.18493445089189772,,,,,,,,,,,,,,
168,MLP,0.005,100.0,384.0,0.005,64.0,relu,0.0,MLP,0.4030612244897959,0.18493445089189772,,,,,,,,,,,,,,
169,MLP,0.005,100.0,384.0,0.005,64.0,relu,0.2,MLP,0.4030612244897959,0.18493445089189772,,,,,,,,,,,,,,
170,MLP,0.005,100.0,384.0,0.005,64.0,relu,0.4,MLP,0.4030612244897959,0.18493445089189772,,,,,,,,,,,,,,
171,MLP,0.005,100.0,384.0,0.005,64.0,leaky_relu,0.0,MLP,0.4030612244897959,0.18493445089189772,,,,,,,,,,,,,,
172,MLP,0.005,100.0,384.0,0.005,64.0,leaky_relu,0.2,MLP,0.4030612244897959,0.18493445089189772,,,,,,,,,,,,,,
173,MLP,0.005,100.0,384.0,0.005,64.0,leaky_relu,0.4,MLP,0.4030612244897959,0.18493445089189772,,,,,,,,,,,,,,
174,MLP,0.005,100.0,384.0,0.005,128.0,relu,0.0,MLP,0.4030612244897959,0.18493445089189772,,,,,,,,,,,,,,
175,MLP,0.005,100.0,384.0,0.005,128.0,relu,0.2,MLP,0.4030612244897959,0.18493445089189772,,,,,,,,,,,,,,
176,MLP,0.005,100.0,384.0,0.005,128.0,relu,0.4,MLP,0.4030612244897959,0.18493445089189772,,,,,,,,,,,,,,
177,MLP,0.005,100.0,384.0,0.005,128.0,leaky_relu,0.0,MLP,0.4030612244897959,0.18493445089189772,,,,,,,,,,,,,,
178,MLP,0.005,100.0,384.0,0.005,128.0,leaky_relu,0.2,MLP,0.4030612244897959,0.18493445089189772,,,,,,,,,,,,,,
179,MLP,0.005,100.0,384.0,0.005,128.0,leaky_relu,0.4,MLP,0.4030612244897959,0.18493445089189772,,,,,,,,,,,,,,
180,MLP,0.005,100.0,384.0,0.001,32.0,relu,0.0,MLP,0.3877551020408163,0.148907681465821,,,,,,,,,,,,,,
181,MLP,0.005,100.0,384.0,0.001,32.0,relu,0.2,MLP,0.3877551020408163,0.148907681465821,,,,,,,,,,,,,,
182,MLP,0.005,100.0,384.0,0.001,32.0,relu,0.4,MLP,0.3877551020408163,0.148907681465821,,,,,,,,,,,,,,
183,MLP,0.005,100.0,384.0,0.001,32.0,leaky_relu,0.0,MLP,0.3877551020408163,0.148907681465821,,,,,,,,,,,,,,
184,MLP,0.005,100.0,384.0,0.001,32.0,leaky_relu,0.2,MLP,0.3877551020408163,0.148907681465821,,,,,,,,,,,,,,
185,MLP,0.005,100.0,384.0,0.001,32.0,leaky_relu,0.4,MLP,0.3877551020408163,0.148907681465821,,,,,,,,,,,,,,
186,MLP,0.005,100.0,384.0,0.001,64.0,relu,0.0,MLP,0.3877551020408163,0.148907681465821,,,,,,,,,,,,,,
187,MLP,0.005,100.0,384.0,0.001,64.0,relu,0.2,MLP,0.3877551020408163,0.148907681465821,,,,,,,,,,,,,,
188,MLP,0.005,100.0,384.0,0.001,64.0,relu,0.4,MLP,0.3877551020408163,0.148907681465821,,,,,,,,,,,,,,
189,MLP,0.005,100.0,384.0,0.001,64.0,leaky_relu,0.0,MLP,0.3877551020408163,0.148907681465821,,,,,,,,,,,,,,
190,MLP,0.005,100.0,384.0,0.001,64.0,leaky_relu,0.2,MLP,0.3877551020408163,0.148907681465821,,,,,,,,,,,,,,
191,MLP,0.005,100.0,384.0,0.001,64.0,leaky_relu,0.4,MLP,0.3877551020408163,0.148907681465821,,,,,,,,,,,,,,
192,MLP,0.005,100.0,384.0,0.001,128.0,relu,0.0,MLP,0.3877551020408163,0.148907681465821,,,,,,,,,,,,,,
193,MLP,0.005,100.0,384.0,0.001,128.0,relu,0.2,MLP,0.3877551020408163,0.148907681465821,,,,,,,,,,,,,,
194,MLP,0.005,100.0,384.0,0.001,128.0,relu,0.4,MLP,0.3877551020408163,0.148907681465821,,,,,,,,,,,,,,
