,model,lr,n_epochs,hidden_size,weight_decay,model_name,Test Accuracy,Test F1,max_depth,min_samples_split,min_samples_leaf,criterion,n_estimators,max_features,C,penalty,solver,max_iter,class_weight
231,DecisionTree,,,,,DecisionTree,0.3826530612244898,0.2261253208654199,7.0,20.0,2.0,entropy,,,,,,,
232,DecisionTree,,,,,DecisionTree,0.37755102040816324,0.2070322039072039,7.0,20.0,5.0,gini,,,,,,,
233,DecisionTree,,,,,DecisionTree,0.37244897959183676,0.27312978229577745,7.0,20.0,5.0,entropy,,,,,,,
234,DecisionTree,,,,,DecisionTree,0.3826530612244898,0.20893344707750458,10.0,5.0,1.0,gini,,,,,,,
235,DecisionTree,,,,,DecisionTree,0.37244897959183676,0.21717454399703517,10.0,5.0,1.0,entropy,,,,,,,
236,DecisionTree,,,,,DecisionTree,0.3826530612244898,0.26718700899955816,10.0,5.0,2.0,gini,,,,,,,
237,DecisionTree,,,,,DecisionTree,0.33163265306122447,0.279611013986014,10.0,5.0,2.0,entropy,,,,,,,
238,DecisionTree,,,,,DecisionTree,0.3673469387755102,0.2471846502655232,10.0,5.0,5.0,gini,,,,,,,
239,DecisionTree,,,,,DecisionTree,0.3673469387755102,0.24704687377917212,10.0,5.0,5.0,entropy,,,,,,,
240,DecisionTree,,,,,DecisionTree,0.33163265306122447,0.20764725649743865,10.0,10.0,1.0,gini,,,,,,,
241,DecisionTree,,,,,DecisionTree,0.3979591836734694,0.28186738208797035,10.0,10.0,1.0,entropy,,,,,,,
242,DecisionTree,,,,,DecisionTree,0.32653061224489793,0.181125110621311,10.0,10.0,2.0,gini,,,,,,,
243,DecisionTree,,,,,DecisionTree,0.29081632653061223,0.1767643685673942,10.0,10.0,2.0,entropy,,,,,,,
244,DecisionTree,,,,,DecisionTree,0.3010204081632653,0.22029129942799006,10.0,10.0,5.0,gini,,,,,,,
245,DecisionTree,,,,,DecisionTree,0.34183673469387754,0.20428688265691572,10.0,10.0,5.0,entropy,,,,,,,
246,DecisionTree,,,,,DecisionTree,0.37244897959183676,0.22990875045741557,10.0,20.0,1.0,gini,,,,,,,
247,DecisionTree,,,,,DecisionTree,0.37244897959183676,0.2203047203047203,10.0,20.0,1.0,entropy,,,,,,,
248,DecisionTree,,,,,DecisionTree,0.413265306122449,0.25238806944689296,10.0,20.0,2.0,gini,,,,,,,
249,DecisionTree,,,,,DecisionTree,0.3673469387755102,0.22487405050457787,10.0,20.0,2.0,entropy,,,,,,,
250,DecisionTree,,,,,DecisionTree,0.34183673469387754,0.23614912535116273,10.0,20.0,5.0,gini,,,,,,,
251,DecisionTree,,,,,DecisionTree,0.3469387755102041,0.22433435694070325,10.0,20.0,5.0,entropy,,,,,,,
252,DecisionTree,,,,,DecisionTree,0.29591836734693877,0.19485805898191236,15.0,5.0,1.0,gini,,,,,,,
253,DecisionTree,,,,,DecisionTree,0.37244897959183676,0.2153990581739942,15.0,5.0,1.0,entropy,,,,,,,
254,DecisionTree,,,,,DecisionTree,0.32142857142857145,0.23864019567260444,15.0,5.0,2.0,gini,,,,,,,
255,DecisionTree,,,,,DecisionTree,0.30612244897959184,0.1657598597157313,15.0,5.0,2.0,entropy,,,,,,,
256,DecisionTree,,,,,DecisionTree,0.35714285714285715,0.23115864434691855,15.0,5.0,5.0,gini,,,,,,,
257,DecisionTree,,,,,DecisionTree,0.3673469387755102,0.27490199469618354,15.0,5.0,5.0,entropy,,,,,,,
258,DecisionTree,,,,,DecisionTree,0.3010204081632653,0.1880364040132072,15.0,10.0,1.0,gini,,,,,,,
259,DecisionTree,,,,,DecisionTree,0.3112244897959184,0.2098433768787751,15.0,10.0,1.0,entropy,,,,,,,
260,DecisionTree,,,,,DecisionTree,0.35714285714285715,0.21340632098641255,15.0,10.0,2.0,gini,,,,,,,
261,DecisionTree,,,,,DecisionTree,0.3469387755102041,0.23965111948982917,15.0,10.0,2.0,entropy,,,,,,,
262,DecisionTree,,,,,DecisionTree,0.30612244897959184,0.19260522264141589,15.0,10.0,5.0,gini,,,,,,,
263,DecisionTree,,,,,DecisionTree,0.3979591836734694,0.2812189908028834,15.0,10.0,5.0,entropy,,,,,,,
264,DecisionTree,,,,,DecisionTree,0.40816326530612246,0.27857888069155673,15.0,20.0,1.0,gini,,,,,,,
265,DecisionTree,,,,,DecisionTree,0.39285714285714285,0.2895422431026146,15.0,20.0,1.0,entropy,,,,,,,
266,DecisionTree,,,,,DecisionTree,0.34183673469387754,0.25870916242558994,15.0,20.0,2.0,gini,,,,,,,
267,DecisionTree,,,,,DecisionTree,0.2653061224489796,0.17507989594946116,15.0,20.0,2.0,entropy,,,,,,,
268,DecisionTree,,,,,DecisionTree,0.27040816326530615,0.19646275590125858,15.0,20.0,5.0,gini,,,,,,,
269,DecisionTree,,,,,DecisionTree,0.3112244897959184,0.1780560598958513,15.0,20.0,5.0,entropy,,,,,,,
270,RandomForest,,,,,RandomForest,0.41836734693877553,0.18267202125812868,5.0,5.0,1.0,,300.0,sqrt,,,,,
271,RandomForest,,,,,RandomForest,0.3877551020408163,0.16759759759759763,5.0,5.0,1.0,,300.0,log2,,,,,
272,RandomForest,,,,,RandomForest,0.37755102040816324,0.16300735197671912,5.0,5.0,2.0,,300.0,sqrt,,,,,
273,RandomForest,,,,,RandomForest,0.3826530612244898,0.16497966250079923,5.0,5.0,2.0,,300.0,log2,,,,,
274,RandomForest,,,,,RandomForest,0.39285714285714285,0.18121714876894335,5.0,10.0,1.0,,300.0,sqrt,,,,,
275,RandomForest,,,,,RandomForest,0.3877551020408163,0.16573764399851357,5.0,10.0,1.0,,300.0,log2,,,,,
276,RandomForest,,,,,RandomForest,0.37244897959183676,0.16219772047992906,5.0,10.0,2.0,,300.0,sqrt,,,,,
277,RandomForest,,,,,RandomForest,0.3826530612244898,0.17853249475890987,5.0,10.0,2.0,,300.0,log2,,,,,
278,RandomForest,,,,,RandomForest,0.4030612244897959,0.2031722729055736,10.0,5.0,1.0,,300.0,sqrt,,,,,
279,RandomForest,,,,,RandomForest,0.4336734693877551,0.2822264273076871,10.0,5.0,1.0,,300.0,log2,,,,,
280,RandomForest,,,,,RandomForest,0.4387755102040816,0.2873761919980479,10.0,5.0,2.0,,300.0,sqrt,,,,,
281,RandomForest,,,,,RandomForest,0.41836734693877553,0.26290849673202615,10.0,5.0,2.0,,300.0,log2,,,,,
282,RandomForest,,,,,RandomForest,0.35714285714285715,0.18524194618721979,10.0,10.0,1.0,,300.0,sqrt,,,,,
283,RandomForest,,,,,RandomForest,0.4336734693877551,0.2251079874075701,10.0,10.0,1.0,,300.0,log2,,,,,
284,RandomForest,,,,,RandomForest,0.42346938775510207,0.21524836851817905,10.0,10.0,2.0,,300.0,sqrt,,,,,
285,RandomForest,,,,,RandomForest,0.4336734693877551,0.2001376364499288,10.0,10.0,2.0,,300.0,log2,,,,,
286,RandomForest,,,,,RandomForest,0.4336734693877551,0.2869545620889707,20.0,5.0,1.0,,300.0,sqrt,,,,,
287,RandomForest,,,,,RandomForest,0.37755102040816324,0.22166514667882656,20.0,5.0,1.0,,300.0,log2,,,,,
288,RandomForest,,,,,RandomForest,0.413265306122449,0.22753570537557066,20.0,5.0,2.0,,300.0,sqrt,,,,,
289,RandomForest,,,,,RandomForest,0.39285714285714285,0.18938636386454222,20.0,5.0,2.0,,300.0,log2,,,,,
290,RandomForest,,,,,RandomForest,0.3622448979591837,0.209065022560503,20.0,10.0,1.0,,300.0,sqrt,,,,,
291,RandomForest,,,,,RandomForest,0.3622448979591837,0.1898148148148148,20.0,10.0,1.0,,300.0,log2,,,,,
292,RandomForest,,,,,RandomForest,0.3469387755102041,0.207954251983029,20.0,10.0,2.0,,300.0,sqrt,,,,,
293,RandomForest,,,,,RandomForest,0.39285714285714285,0.21963587091614523,20.0,10.0,2.0,,300.0,log2,,,,,
294,RandomForest,,,,,RandomForest,0.42857142857142855,0.22439209726443768,,5.0,1.0,,300.0,sqrt,,,,,
295,RandomForest,,,,,RandomForest,0.3469387755102041,0.22785552960556407,,5.0,1.0,,300.0,log2,,,,,
296,RandomForest,,,,,RandomForest,0.3826530612244898,0.20038008811731442,,5.0,2.0,,300.0,sqrt,,,,,
297,RandomForest,,,,,RandomForest,0.4030612244897959,0.20324074074074072,,5.0,2.0,,300.0,log2,,,,,
298,RandomForest,,,,,RandomForest,0.40816326530612246,0.1992448454066443,,10.0,1.0,,300.0,sqrt,,,,,
299,RandomForest,,,,,RandomForest,0.413265306122449,0.2324867724867725,,10.0,1.0,,300.0,log2,,,,,
300,RandomForest,,,,,RandomForest,0.3979591836734694,0.2552472013904394,,10.0,2.0,,300.0,sqrt,,,,,
301,RandomForest,,,,,RandomForest,0.42857142857142855,0.22568318698637846,,10.0,2.0,,300.0,log2,,,,,
302,RandomForest,,,,,RandomForest,0.42346938775510207,0.18649082359683744,5.0,5.0,1.0,,500.0,sqrt,,,,,
303,RandomForest,,,,,RandomForest,0.3826530612244898,0.16555485885411766,5.0,5.0,1.0,,500.0,log2,,,,,
304,RandomForest,,,,,RandomForest,0.3622448979591837,0.1532678351700662,5.0,5.0,2.0,,500.0,sqrt,,,,,
305,RandomForest,,,,,RandomForest,0.39285714285714285,0.17754571708201353,5.0,5.0,2.0,,500.0,log2,,,,,
306,RandomForest,,,,,RandomForest,0.3826530612244898,0.168818639414277,5.0,10.0,1.0,,500.0,sqrt,,,,,
307,RandomForest,,,,,RandomForest,0.4030612244897959,0.2215007646894374,5.0,10.0,1.0,,500.0,log2,,,,,
308,RandomForest,,,,,RandomForest,0.413265306122449,0.1802177492001367,5.0,10.0,2.0,,500.0,sqrt,,,,,
309,RandomForest,,,,,RandomForest,0.32653061224489793,0.17989297190210432,5.0,10.0,2.0,,500.0,log2,,,,,
310,RandomForest,,,,,RandomForest,0.3826530612244898,0.2009745226265877,10.0,5.0,1.0,,500.0,sqrt,,,,,
311,RandomForest,,,,,RandomForest,0.3622448979591837,0.179502174438538,10.0,5.0,1.0,,500.0,log2,,,,,
312,RandomForest,,,,,RandomForest,0.3979591836734694,0.2095946849680458,10.0,5.0,2.0,,500.0,sqrt,,,,,
313,RandomForest,,,,,RandomForest,0.413265306122449,0.2088755992865582,10.0,5.0,2.0,,500.0,log2,,,,,
314,RandomForest,,,,,RandomForest,0.4030612244897959,0.20495064472241076,10.0,10.0,1.0,,500.0,sqrt,,,,,
315,RandomForest,,,,,RandomForest,0.3826530612244898,0.20424100584933128,10.0,10.0,1.0,,500.0,log2,,,,,
316,RandomForest,,,,,RandomForest,0.3877551020408163,0.19223258635725934,10.0,10.0,2.0,,500.0,sqrt,,,,,
317,RandomForest,,,,,RandomForest,0.3622448979591837,0.17704809286898837,10.0,10.0,2.0,,500.0,log2,,,,,
318,RandomForest,,,,,RandomForest,0.3673469387755102,0.21806284134303253,20.0,5.0,1.0,,500.0,sqrt,,,,,
319,RandomForest,,,,,RandomForest,0.3877551020408163,0.2235933013305276,20.0,5.0,1.0,,500.0,log2,,,,,
320,RandomForest,,,,,RandomForest,0.413265306122449,0.225889241036157,20.0,5.0,2.0,,500.0,sqrt,,,,,
321,RandomForest,,,,,RandomForest,0.3469387755102041,0.18688253848397315,20.0,5.0,2.0,,500.0,log2,,,,,
322,RandomForest,,,,,RandomForest,0.44387755102040816,0.2671457884990741,20.0,10.0,1.0,,500.0,sqrt,,,,,
323,RandomForest,,,,,RandomForest,0.35714285714285715,0.19380553302694423,20.0,10.0,1.0,,500.0,log2,,,,,
324,RandomForest,,,,,RandomForest,0.413265306122449,0.20513113139992836,20.0,10.0,2.0,,500.0,sqrt,,,,,
325,RandomForest,,,,,RandomForest,0.42346938775510207,0.20093880025482402,20.0,10.0,2.0,,500.0,log2,,,,,
326,RandomForest,,,,,RandomForest,0.34183673469387754,0.19296333556896936,,5.0,1.0,,500.0,sqrt,,,,,
327,RandomForest,,,,,RandomForest,0.3877551020408163,0.2261863411097255,,5.0,1.0,,500.0,log2,,,,,
328,RandomForest,,,,,RandomForest,0.40816326530612246,0.21418926397343663,,5.0,2.0,,500.0,sqrt,,,,,
329,RandomForest,,,,,RandomForest,0.413265306122449,0.24353251464919506,,5.0,2.0,,500.0,log2,,,,,
330,RandomForest,,,,,RandomForest,0.40816326530612246,0.23672610354344484,,10.0,1.0,,500.0,sqrt,,,,,
331,RandomForest,,,,,RandomForest,0.44387755102040816,0.2432650057665459,,10.0,1.0,,500.0,log2,,,,,
332,RandomForest,,,,,RandomForest,0.3979591836734694,0.24889397406559874,,10.0,2.0,,500.0,sqrt,,,,,
333,RandomForest,,,,,RandomForest,0.42857142857142855,0.20086494973064847,,10.0,2.0,,500.0,log2,,,,,
334,RandomForest,,,,,RandomForest,0.3673469387755102,0.15970175108356308,5.0,5.0,1.0,,800.0,sqrt,,,,,
335,RandomForest,,,,,RandomForest,0.42857142857142855,0.19890377375010945,5.0,5.0,1.0,,800.0,log2,,,,,
336,RandomForest,,,,,RandomForest,0.34183673469387754,0.15578819666211427,5.0,5.0,2.0,,800.0,sqrt,,,,,
337,RandomForest,,,,,RandomForest,0.3979591836734694,0.17355725909736938,5.0,5.0,2.0,,800.0,log2,,,,,
338,RandomForest,,,,,RandomForest,0.3877551020408163,0.21765033550127288,5.0,10.0,1.0,,800.0,sqrt,,,,,
339,RandomForest,,,,,RandomForest,0.39285714285714285,0.2083890577507599,5.0,10.0,1.0,,800.0,log2,,,,,
340,RandomForest,,,,,RandomForest,0.413265306122449,0.1871949306731915,5.0,10.0,2.0,,800.0,sqrt,,,,,
341,RandomForest,,,,,RandomForest,0.32653061224489793,0.1302364328784513,5.0,10.0,2.0,,800.0,log2,,,,,
342,RandomForest,,,,,RandomForest,0.39285714285714285,0.2038465411799172,10.0,5.0,1.0,,800.0,sqrt,,,,,
343,RandomForest,,,,,RandomForest,0.4489795918367347,0.2659235702947359,10.0,5.0,1.0,,800.0,log2,,,,,
344,RandomForest,,,,,RandomForest,0.3826530612244898,0.20250467933645944,10.0,5.0,2.0,,800.0,sqrt,,,,,
345,RandomForest,,,,,RandomForest,0.40816326530612246,0.24197293891027924,10.0,5.0,2.0,,800.0,log2,,,,,
346,RandomForest,,,,,RandomForest,0.4642857142857143,0.23957299318377337,10.0,10.0,1.0,,800.0,sqrt,,,,,
347,RandomForest,,,,,RandomForest,0.37244897959183676,0.1823547232091942,10.0,10.0,1.0,,800.0,log2,,,,,
348,RandomForest,,,,,RandomForest,0.40816326530612246,0.23035248370556177,10.0,10.0,2.0,,800.0,sqrt,,,,,
349,RandomForest,,,,,RandomForest,0.3826530612244898,0.2275932701629296,10.0,10.0,2.0,,800.0,log2,,,,,
350,RandomForest,,,,,RandomForest,0.4030612244897959,0.22967857462619748,20.0,5.0,1.0,,800.0,sqrt,,,,,
351,RandomForest,,,,,RandomForest,0.3877551020408163,0.22477830372567217,20.0,5.0,1.0,,800.0,log2,,,,,
352,RandomForest,,,,,RandomForest,0.3163265306122449,0.17785254198297676,20.0,5.0,2.0,,800.0,sqrt,,,,,
353,RandomForest,,,,,RandomForest,0.3622448979591837,0.20227060521178167,20.0,5.0,2.0,,800.0,log2,,,,,
354,RandomForest,,,,,RandomForest,0.37755102040816324,0.20662948450939556,20.0,10.0,1.0,,800.0,sqrt,,,,,
355,RandomForest,,,,,RandomForest,0.3979591836734694,0.21644982433025914,20.0,10.0,1.0,,800.0,log2,,,,,
356,RandomForest,,,,,RandomForest,0.3673469387755102,0.20151300091129284,20.0,10.0,2.0,,800.0,sqrt,,,,,
357,RandomForest,,,,,RandomForest,0.41836734693877553,0.2262108262108262,20.0,10.0,2.0,,800.0,log2,,,,,
358,RandomForest,,,,,RandomForest,0.3622448979591837,0.22201518408910415,,5.0,1.0,,800.0,sqrt,,,,,
359,RandomForest,,,,,RandomForest,0.41836734693877553,0.2499380105969253,,5.0,1.0,,800.0,log2,,,,,
360,RandomForest,,,,,RandomForest,0.40816326530612246,0.22127457369392853,,5.0,2.0,,800.0,sqrt,,,,,
361,RandomForest,,,,,RandomForest,0.3877551020408163,0.1966744529136956,,5.0,2.0,,800.0,log2,,,,,
362,RandomForest,,,,,RandomForest,0.3877551020408163,0.21542672965693851,,10.0,1.0,,800.0,sqrt,,,,,
363,RandomForest,,,,,RandomForest,0.39285714285714285,0.20009709836928424,,10.0,1.0,,800.0,log2,,,,,
364,RandomForest,,,,,RandomForest,0.3877551020408163,0.21274273368735552,,10.0,2.0,,800.0,sqrt,,,,,
365,RandomForest,,,,,RandomForest,0.42857142857142855,0.2350693363765259,,10.0,2.0,,800.0,log2,,,,,
366,Logreg,,,,,Logreg,0.4489795918367347,0.21958831774499976,,,,,,,0.5,l2,saga,300.0,
367,Logreg,,,,,Logreg,0.25510204081632654,0.21520214422135556,,,,,,,0.5,l2,saga,300.0,balanced
368,Logreg,,,,,Logreg,0.413265306122449,0.227367346690996,,,,,,,0.5,l2,saga,600.0,
369,Logreg,,,,,Logreg,0.18877551020408162,0.18025424177799823,,,,,,,0.5,l2,saga,600.0,balanced
370,Logreg,,,,,Logreg,0.413265306122449,0.19907915360501569,,,,,,,0.5,l2,saga,1000.0,
371,Logreg,,,,,Logreg,0.29081632653061223,0.22925478097891894,,,,,,,0.5,l2,saga,1000.0,balanced
372,Logreg,,,,,Logreg,0.4642857142857143,0.2306229899367154,,,,,,,1.0,l2,saga,300.0,
373,Logreg,,,,,Logreg,0.3010204081632653,0.23054890053227264,,,,,,,1.0,l2,saga,300.0,balanced
374,Logreg,,,,,Logreg,0.40816326530612246,0.20428571579393007,,,,,,,1.0,l2,saga,600.0,
375,Logreg,,,,,Logreg,0.34183673469387754,0.08491761723700887,,,,,,,1.0,l2,saga,600.0,balanced
376,Logreg,,,,,Logreg,0.3979591836734694,0.23655564024308537,,,,,,,1.0,l2,saga,1000.0,
377,Logreg,,,,,Logreg,0.17857142857142858,0.1437361387498576,,,,,,,1.0,l2,saga,1000.0,balanced
378,Logreg,,,,,Logreg,0.3877551020408163,0.2178951576312035,,,,,,,2.0,l2,saga,300.0,
379,Logreg,,,,,Logreg,0.21428571428571427,0.16583843762671216,,,,,,,2.0,l2,saga,300.0,balanced
380,Logreg,,,,,Logreg,0.4030612244897959,0.23249389499389497,,,,,,,2.0,l2,saga,600.0,
381,Logreg,,,,,Logreg,0.22959183673469388,0.14611891406692293,,,,,,,2.0,l2,saga,600.0,balanced
382,Logreg,,,,,Logreg,0.4030612244897959,0.20660833689002703,,,,,,,2.0,l2,saga,1000.0,
383,Logreg,,,,,Logreg,0.2755102040816326,0.21365182554623083,,,,,,,2.0,l2,saga,1000.0,balanced
384,Logreg,,,,,Logreg,0.4030612244897959,0.1983652248642143,,,,,,,5.0,l2,saga,300.0,
385,Logreg,,,,,Logreg,0.30612244897959184,0.20086903434729522,,,,,,,5.0,l2,saga,300.0,balanced
386,Logreg,,,,,Logreg,0.3673469387755102,0.19727422898553548,,,,,,,5.0,l2,saga,600.0,
387,Logreg,,,,,Logreg,0.22959183673469388,0.1725955077470229,,,,,,,5.0,l2,saga,600.0,balanced
388,Logreg,,,,,Logreg,0.4336734693877551,0.291215980317815,,,,,,,5.0,l2,saga,1000.0,
389,Logreg,,,,,Logreg,0.25510204081632654,0.1903801954974663,,,,,,,5.0,l2,saga,1000.0,balanced
390,Logreg,,,,,Logreg,0.4489795918367347,0.2658660905058229,,,,,,,10.0,l2,saga,300.0,
391,Logreg,,,,,Logreg,0.22959183673469388,0.1979625183406696,,,,,,,10.0,l2,saga,300.0,balanced
392,Logreg,,,,,Logreg,0.37244897959183676,0.22185933637250232,,,,,,,10.0,l2,saga,600.0,
393,Logreg,,,,,Logreg,0.3112244897959184,0.14876190476190476,,,,,,,10.0,l2,saga,600.0,balanced
394,Logreg,,,,,Logreg,0.4030612244897959,0.26864370090914713,,,,,,,10.0,l2,saga,1000.0,
395,Logreg,,,,,Logreg,0.3520408163265306,0.23770654296970087,,,,,,,10.0,l2,saga,1000.0,balanced
